"Day","Online store visitors","Sessions","Bounce rate","Average session duration","Checkout conversion rate","Completed checkout rate","Conversion rate","Pageviews","Reached checkout rate","Day (previous_period)","Online store visitors (previous_period)","Sessions (previous_period)","Bounce rate (previous_period)","Average session duration (previous_period)","Checkout conversion rate (previous_period)","Completed checkout rate (previous_period)","Conversion rate (previous_period)","Pageviews (previous_period)","Reached checkout rate (previous_period)","Online store visitors (previous_period) ","Sessions (previous_period) ","Bounce rate (previous_period) ","Average session duration (previous_period) ","Checkout conversion rate (previous_period) ","Completed checkout rate (previous_period) ","Conversion rate (previous_period) ","Pageviews (previous_period) ","Reached checkout rate (previous_period) "
"2025-10-27",5053,6447,0.43213897937024975,241.55421126105165,0.7070707070707071,0.7215189873417721,0.010857763300760043,37193,0.015355979525360632,"2025-07-28",5473,7181,0.40481827043587243,273.82425845982453,0.7344632768361582,0.7516339869281046,0.0181033282272664,33221,0.024648377663278095,-7.674036177599123,-10.221417629856566,6.7488823824480075,-11.784948265826324,-3.72960372960373,-4.0066042927903185,-40.02338595172472,11.956292706420637,-37.699836739200734
"2025-10-28",4441,5707,0.43507972665148065,228.17627475030665,0.625,0.6704545454545454,0.011389521640091117,34378,0.018223234624145785,"2025-07-29",6097,7875,0.46120634920634923,209.20558730158731,0.7116564417177914,0.7681159420289855,0.01473015873015873,29134,0.0206984126984127,-27.160898802689847,-27.530158730158732,-5.664844510451269,9.067964050774371,-12.176724137931034,-12.71440823327616,-22.67889403817453,17.999588110111898,-11.958298978436776
"2025-10-29",5324,6945,0.40777537796976243,252.5585313174946,0.7169811320754716,0.7595628415300546,0.021886249100071996,41487,0.03052555795536357,"2025-07-30",6434,8791,0.3803890342395632,281.8259583665112,0.8006329113924051,0.797945205479452,0.0287794335115459,38777,0.035945853714025706,-17.252098228162886,-20.998748720282105,7.19956183409633,-10.384929485790893,-10.448206428518171,-4.810150331855815,-23.951772395757743,6.9886788560229,-15.079056966581907
"2025-10-30",4680,5932,0.43577208361429537,244.92666891436278,0.625,0.6299212598425197,0.016014834794335804,34720,0.02562373567093729,"2025-07-31",5868,7611,0.4126921560898699,244.7537774274077,0.762114537444934,0.8010204081632653,0.022730258835895415,30896,0.029825252923400342,-20.245398773006134,-22.060176060964395,5.592528761171668,0.07063894529936685,-17.99132947976879,-21.36014845278098,-29.54398403486139,12.377006732263077,-14.087113572024798
"2025-10-31",4929,6403,0.4251132281742933,264.1511791347806,0.7212121212121212,0.7737226277372263,0.01858503826331407,37981,0.025769170701233798,"2025-08-01",9393,11000,0.6056363636363636,170.4380909090909,0.7258064516129032,0.7572815533980582,0.016363636363636365,36059,0.022545454545454546,-47.524752475247524,-41.79090909090909,-29.807182378906838,54.983652847692845,-0.6329966329966386,2.17106494478758,13.575233831363752,5.330153359771486,14.298741013537006
"2025-11-01",5218,6646,0.39662955160999097,257.0120373156786,0.7471910112359551,0.7974683544303798,0.020012037315678605,40869,0.02678302738489317,"2025-08-02",5228,6663,0.41767972384811647,221.4871679423683,0.6666666666666666,0.7338129496402878,0.01740957526639652,26936,0.026114362899594776,-0.19127773527161437,-0.25514032717994894,-5.039787913137988,16.03924493835867,12.07865168539327,8.67460908413999,14.94845227100563,51.72631422631422,2.560523830771956
"2025-11-02",4781,5955,0.42837951301427374,238.06011754827875,0.6785714285714286,0.7441860465116279,0.019143576826196475,35265,0.028211586901763223,"2025-08-03",4959,6236,0.43794098781270047,223.52677998717127,0.7416267942583732,0.7988826815642458,0.02485567671584349,24846,0.033515073765234125,-3.589433353498689,-4.506093649775497,-2.183279269241636,6.50183282823722,-8.502304147465432,-6.846641730362661,-22.98106768505728,41.93431538275779,-15.824183770624185
"2025-11-03",5837,7347,0.43514359602558866,237.58336736082754,0.6866666666666666,0.7661290322580645,0.014019327616714304,42404,0.02041649652919559,"2025-08-04",5915,7679,0.4344315666102357,249.3546034639927,0.7205387205387206,0.7733333333333333,0.027868212006771715,31865,0.0386769110561271,-1.3186813186813187,-4.323479619742154,0.16389909713715564,-4.720681286666101,-4.700934579439262,-0.9315906562847606,-49.69419777161255,33.073905538992626,-47.21270139808318
"2025-11-04",6889,9291,0.38714885372941554,285.67635346033796,0.7882599580712788,0.8022222222222222,0.040469271337853836,66665,0.05134000645786245,"2025-08-05",5445,7088,0.4317155756207675,231.008888261851,0.6338028169014085,0.6814159292035398,0.012697516930022574,28366,0.020033860045146727,26.519742883379248,31.080699774266364,-10.323167476009893,23.664658797249743,24.369904495690648,17.728715728715727,218.71799471412,135.01727420150885,156.2661730798092
"2025-11-05",5304,6956,0.4020989074180564,245.91906267970097,0.717391304347826,0.7300884955752213,0.028464634847613572,43588,0.039677975848188614,"2025-08-06",5135,6728,0.4123067776456599,251.70719381688465,0.7062937062937062,0.7398373983739838,0.015011890606420927,28654,0.02125445897740785,3.2911392405063293,3.388822829964328,-2.475794913169312,-2.299549349151503,1.571244080929834,-1.3177088398327341,89.61392401459813,52.11837788790396,86.6807143402888
"2025-11-06",5339,6842,0.407044723764981,239.41084478222743,0.6666666666666666,0.6818181818181818,0.016954106986261326,43253,0.02543116047939199,"2025-08-07",4671,6104,0.4382372214941022,238.27866972477065,0.7697841726618705,0.7833333333333333,0.01752948885976409,25351,0.022771952817824376,14.30100620852066,12.09043250327654,-7.1177198556469445,0.47514746442244393,-13.395638629283495,-12.959381044487433,-3.28236537930922,70.61654372608575,11.677556522452312
"2025-11-07",5178,6728,0.40755053507728894,250.13614744351963,0.74375,0.7583892617449665,0.01768727705112961,42057,0.023781212841854936,"2025-08-08",5061,6498,0.4167436134195137,224.77777777777777,0.7103448275862069,0.7301587301587301,0.01585103108648815,26955,0.022314558325638657,2.3117960877296975,3.5395506309633733,-2.2059314279090305,11.28152876874329,4.7026699029126275,3.866355412897586,11.584394444893386,56.02671118530885,6.572635204395437
"2025-11-08",4715,6021,0.39794054143829927,241.31639262580967,0.6811594202898551,0.7105263157894737,0.015612024580634445,37349,0.0229197807673144,"2025-08-09",4934,6508,0.37261831591886907,241.28103872157345,0.7569060773480663,0.7987421383647799,0.02105101413644745,29350,0.027811923786109402,-4.438589379813538,-7.4830977258758455,6.795754378575329,0.014652582906447897,-10.00740505659578,-11.044343141317869,-25.837185422796377,27.25383304940375,-17.590092136087225
"2025-11-09",4257,5434,0.3697092381302908,273.7108943687891,0.6988636363636364,0.7243589743589743,0.02263525947736474,37118,0.032388663967611336,"2025-08-10",4739,6089,0.4209229758581048,225.5854820167515,0.8203125,0.8362068965517241,0.01724421087206438,24265,0.021021514205945148,-10.170922135471619,-10.757102972573493,-12.16700932597189,21.33355919972896,-14.805194805194807,-13.375627808617496,31.262947578737048,52.9692973418504,54.07388663967611
"2025-11-10",4793,6321,0.37921214997626956,245.36908716975162,0.6923076923076923,0.710691823899371,0.019933554817275746,37751,0.028792912513842746,"2025-08-11",5082,6833,0.4143128933118689,238.90194643641152,0.6697247706422018,0.6931818181818182,0.010683447973071858,29192,0.01595199765842236,-5.686737504919323,-7.493048441387384,-8.472037414770403,2.7070272259424475,3.3719704952581666,2.5260336117125335,86.58353433759612,29.31967662373253,80.49722129090597
"2025-11-11",3113,3881,0.4042772481319248,239.39732027827878,0.6551724137931034,0.7285714285714285,0.014686936356609122,23766,0.022416902860087608,"2025-08-12",5474,7135,0.41443587946741417,244.356271899089,0.7954545454545454,0.8189655172413793,0.014716187806587245,29714,0.018500350385423966,-43.131165509682134,-45.60616678346181,-2.4511949468622514,-2.029394041032879,-17.635467980295566,-11.037593984962413,-0.19877056723229597,-20.01750016827085,21.170152959640216
"2025-11-12",4709,6099,0.382029840957534,233.2603705525496,0.7328767123287672,0.7709923664122137,0.017543859649122806,35344,0.023938350549270373,"2025-08-13",6584,8875,0.4032676056338028,295.1132394366197,0.8021390374331551,0.8168604651162791,0.03380281690140845,39734,0.04214084507042253,-28.47812879708384,-31.27887323943662,-5.2664197122628025,-20.95902881285474,-8.634703196347026,-5.615169378718325,-48.099415204678365,-11.048472341068102,-43.19442215915118
